id,ret
276,"""1. Make sure the engines are running, the area around the boat is clear of swimmers or obstacles, and passengers are seated and holding on.\n2. Move both remote control levers forward together from neutral. The first forward movement shifts the boat into forward/TDE; moving the levers farther forward opens the throttle and increases jet thrust. The lever diagram labels neutral, TDE, forward, shift, throttle, and fully open positions.<PIC>\n3. For cruising, adjust the levers so both engines run at the same engine speed. Keep some throttle available when steering, because the boat needs jet thrust to turn."",[""Manual09_46""]"
277,"""Check it before driving, not while underway; the manual says the steering and shifting pre-operation checks need two people, one at the controls and one observing the stern. Do not operate the boat if you find a steering problem.\n1. Make sure the steering wheel is not loose and has no in-and-out or rotational free play. Turn the wheel fully right and fully left; it must move smoothly and without restriction through the whole range.<PIC>\n2. Have the person at the stern confirm both jet thrust nozzles move as the steering wheel turns: nozzles point to starboard when the wheel is turned right and to port when it is turned left. There must be no free play between the wheel and the nozzles, and the articulating keel must change direction with the nozzles.<PIC>\n3. When actually driving, keep in mind that steering depends on both steering-wheel position and throttle. Do not pull the remote control levers back to idle when trying to steer away from objects; above trolling speed, steering response rapidly decreases without throttle."",[""Manual09_206"", ""Manual09_207""]"
278,"""Keep at least one full 5-B (B-1) fire extinguisher aboard; two are recommended. Mount one extinguisher in the lockable storage compartment, using a chemical-type extinguisher with a capacity of 2 lb or more.<PIC>\nIf a second extinguisher is carried, mount it in the battery compartment at the labeled location outside the compartment.<PIC> Because that extinguisher is near the engine compartment, use a clean-agent type that displaces oxygen, such as CO2 or FE-36, with a capacity of 5 lb or more."",[""Manual09_211"", ""Manual09_212""]"
279,"""For throttle-cable care, apply water-resistant grease to the throttle-cable inner wires at the APS pulley wheel. The figure identifies the pulley-wheel area where the inner wires are greased.<PIC>"",[""Manual09_263""]"
280,"""If you will not use the camera for a prolonged period, remove the battery from the camera and attach the protective cover to prevent shorting. Before using the camera again, recharge the battery:\n1. Remove the battery cover. If you removed the battery from the camera, reattach the cover whenever it is not on the charger.\n2. Attach the battery to the charger by aligning the battery front edge with the <-> mark, pressing it down, and sliding it in the arrow direction.\n3. For the CG-580 charger, flip out the prongs and plug the charger into a power outlet. For the CB-5L charger, connect the power cord to the charger and plug it into a power outlet. Charging starts automatically and the red lamp blinks.\n4. Approximate charging time for a fully exhausted battery is 100 minutes for BP-511A/BP-514 or 90 minutes for BP-511/BP-512. After the red lamp lights, continue charging for one more hour to attain a full charge.\n5. After recharging, detach the battery and unplug the charger. Only recharge Battery Pack BP-511A, BP-514, BP-511, or BP-512."",[]"
281,"""Load a fully charged BP-511A battery pack into the camera.\n1. Slide the battery-compartment lever in the arrow direction and open the cover.<PIC>\n2. Hold the battery with its contacts pointed downward, then insert it into the compartment until it locks into place.<PIC>\n3. Close the cover and press it until it snaps shut.<PIC>\nBattery Pack BP-514, BP-511, or BP-512 can also be used."",[""Manual10_16"", ""Camera_09"", ""Camera_10""]"
282,"""Use the optional AC Adapter Kit ACK-E2. 1. Connect the DC Coupler plug to the AC adapter socket.<PIC>\n2. Connect the power cord to the AC adapter, then insert the plug into the household power outlet.<PIC>\n3. Carefully place the cord in the groove without damaging it.<PIC>\n4. Open the battery compartment cover and the DC Coupler cord notch cover. Insert the DC Coupler until it locks, route the cord through the notch, then close the cover.<PIC>\nDo not connect or disconnect the power cord while the camera's power switch is set to <ON> or the Quick Control Dial position."",[""Camera_14"", ""Camera_15"", ""Manual10_19"", ""Manual10_20""]"
283,"""1. Remove the rear lens cap and the camera body cap by turning them in the arrow direction.<PIC>\n2. Align an EF-S lens with the camera's white EF-S lens mount index, then turn the lens in the arrow direction until it clicks in place. For any lens other than EF-S, align it with the red EF lens index mark instead.<PIC>\n3. Set the lens focus mode switch to <AF>; autofocus will not work if it is set to <MF>. Then remove the front lens cap.<PIC>\nWhen attaching the lens, take care to prevent dust from entering the camera through the lens mount."",[""Manual10_21"", ""Manual10_22"", ""Manual10_23""]"
284,"""1. Open the CF card slot cover by sliding the cover in the direction shown by the arrow.<PIC>\n2. Hold the CF card with the label side facing you, then insert the end with the small holes into the camera; the CF card eject button should pop out. Insert it only in this orientation because inserting it the wrong way can damage the camera.<PIC>\n3. Close the cover and slide it in the arrow direction until it snaps shut.<PIC>\nWhen the power switch is set to <ON> or the Quick Control Dial position, the LCD panel displays the remaining shots."",[""Manual10_25"", ""Manual10_26"", ""Manual10_27""]"
285,"""The EOS 20D manual does not provide a procedure for removing the camera shutter button. It describes normal use only: the shutter button has two steps, halfway for AF/AE and fully to release the shutter. Do not try to disassemble the camera yourself; the manual warns that the camera contains precision electronic circuitry and that disassembly or modification can expose high-voltage internal parts. If the shutter button or camera requires repair, contact your dealer or the nearest Canon Service Center."",[]"
286,"""The date/time back-up battery is a CR2016 lithium battery. Replacing it resets the date/time setting, so set the correct date/time afterward.\n1. Turn the power switch to <OFF>.\n2. Open the cover and remove the battery pack.<PIC>\n3. Take out the date/time battery holder.<PIC>\n4. Install the new CR2016 in the holder with the correct + and - orientation.<PIC>\n5. Close the cover.<PIC>"",[""Manual10_46"", ""Manual10_47"", ""Manual10_48"", ""Manual10_49""]"
287,"""Use focus lock in One-Shot AF.\n1. On the lens, set the focus mode switch to <AF>. Set the Mode Dial to a Creative Zone mode, press <AF-WB>, and turn the Main Dial until ONE SHOT is selected.\n2. Press the AF point selection button and choose the desired AF point with the Multi-controller, Main Dial, or Quick Control Dial; the selected point appears in the viewfinder and LCD panel.<PIC>\n3. Put that AF point over the off-center subject and press the shutter button halfway to focus.<PIC>\n4. Keep the shutter button halfway pressed, recompose the picture, then press it fully to take it.<PIC>\nFocus lock works only in One-Shot AF. It does not work in AI Servo AF or AI Focus AF after Servo mode is active. In Basic Zone modes except A-DEP, you can also use focus lock by starting from placing the AF point over the subject."",[""Manual10_104"", ""Manual10_106"", ""Manual10_107""]"
288,"""The eyepiece cover is attached to the strap. Use it for self-timer or optional remote switch shooting when your eye will not cover the viewfinder, because stray light entering the eyepiece can affect exposure.\n1. Remove the eyecup by pushing it upward from the bottom.<PIC>\n2. Slide the eyepiece cover downward into the eyepiece groove to attach it.<PIC>"",[""Manual10_154"", ""Manual10_155""]"
