id,ret
74,"""使用极速制冷/制热模式可以快速调节室内温度。操作步骤如下：1. 按下开/关键开启电源。2. 按下极速键<PIC>。极速制冷模式下，空调将以18摄氏度的温度强风出风30分钟；极速制热模式下，空调将以30摄氏度的温度强风出风30分钟。注意：循环、自动或自动转换模式下无法使用此功能，部分机型不支持此功能。此外，短时间内想要快速制冷或制热，也可调高风扇转速来加速室内温度调节。"",[""Manual01_16""]"
75,"""使用空调的自清洁运行功能的方法如下：\n\n在制冷或除湿运行时，室内机内部会产生水汽，可使用自清洁功能去除水汽。\n\n操作步骤：按下自清洁键，显示屏上会显示自清洁标识。<PIC>\n\n注意事项：\n- 若关闭电源，风扇将继续运行30分钟，对室内机内部进行清洁\n- 自清洁功能运行时，部分按键无法使用"",[""Manual01_17""]"
76,"""使用空调等离子净化功能的步骤如下：1. 按下开/关键开启电源。2. 按下等离子键，显示屏上会显示等离子标识。<PIC>无需开启空调，直接按下等离子键即可单独使用该功能。运行时等离子灯和制冷灯将同时亮起。注意：部分机型不支持此功能。"",[""Manual01_18""]"
77,"""单冷型机型在自动运行（人工智能模式）下，风扇转速和温度会根据室内温度自动调节。开启步骤如下：1. 按下开/关键开启电源。2. 反复按下模式键，选择自动运行模式。3. 若当前温度高于或低于所需温度，按下上升/下降键选择所需的运行代码。<PIC>\n\n注意事项：此模式下无法调节风扇转速，但可设置导风板自动摆风；部分机型不支持此功能。"",[""Manual01_19""]"
78,"""空调的自动转换运行模式会自动切换制冷或制热运行模式，将设定温度的波动控制在2摄氏度以内。使用步骤如下：1. 按下开/关键开启电源。2. 反复按下模式键，选择自动转换运行模式，显示屏上会显示对应标识。<PIC>3. 按下上升/下降键设置所需温度，温度调节范围为18摄氏度（64华氏度）至30摄氏度（86华氏度）。4. 反复按下风速键选择风扇转速。\n\n注意事项：部分机型不支持此功能。"",[""Manual01_20""]"
79,"""要开启空调的节能制冷模式，按以下步骤操作：\n\n1. 按下开/关键开启电源。\n2. 反复按下模式键，选择制冷模式。\n3. 按下节能键，显示屏上会显示节能标识。<PIC>\n\n该模式可最大限度降低制冷时的耗电量，并将设定温度调节至最适宜的水平，打造更舒适的环境。\n\n注意：部分机型不支持此功能。"",[""Manual01_21""]"
80,"""无遥控器时，先打开室内机前盖板，轻轻掀起盖板两侧即可<PIC>，然后按下室内机上的开/关键即可操作空调<PIC>。此时风扇转速默认设为高速；冷暖型机型会根据室内温度自动切换运行模式<PIC>，单冷型机型温度默认设为22摄氏度（71.6华氏度）。"",[""Manual01_22"", ""Manual01_23"", ""Manual01_24""]"
81,"""该空调的自动重启功能属于出厂默认设置，断电后再次上电时会自动恢复之前的运行设置，因此一般无需额外操作。若该功能曾被关闭，可重新开启：1. 打开前盖板，轻轻掀起盖板两侧。<PIC> 2. 按住室内机开/关键 6 秒，直到设备发出两声蜂鸣，蓝色指示灯闪烁 4 次，即表示自动重启功能已开启。<PIC> 需要注意的是，若按住开/关键 3 至 5 秒而非 6 秒，空调会进入测试运行模式，该模式会以强风制冷 18 分钟后再恢复工厂默认设置，因此不是开启自动重启的方法。"",[""Manual01_25"", ""Manual01_26""]"
82,"""按手册说明，空调的清洁频率建议以空气滤网清洁为主，手册明确写的是建议每两周清洁一次空气滤网，必要时可增加清洁频率；手册未按不同机型列出不同的清洁周期，但提示滤网位置与形状可能因机型不同而有所差异，部分机型也可能未配备某些滤网，因此维护内容会按机型有所不同，清洁频率建议仍以每两周一次为基础并结合使用环境调整。"",[]"
83,"""建议每两周清洁一次空气滤网，必要时可增加清洁频率。清洁步骤如下：\n\n1. 关闭电源并拔下电源线。\n\n2. 打开前盖板，轻轻掀起盖板两侧即可。<PIC>\n\n3. 握住空气滤网的把手，轻轻向上提起，将其从机身中取出。<PIC>\n\n4. 用吸尘器清理滤网，或用温水冲洗。若滤网污垢较难清理，可在温水中加入洗涤剂清洗。\n\n5. 将滤网置于阴凉处晾干。\n\n清洁滤网时请注意：切勿使用40摄氏度以上的热水，以免造成滤网变形或变色；切勿使用挥发性物质，以免损坏产品表面。滤网的位置和形状可能因机型不同而有所差异。"",[""Manual01_29"", ""Manual01_30""]"
84,"""清洁空调的3M多重防护滤网时，先关闭电源并拔下电源线。<PIC> 打开前盖板，取出空气滤网（详见“清洁空气滤网”）。<PIC> 抽出3M多重防护滤网，再用吸尘器清理滤网污垢，切勿用水清洗3M多重防护滤网，以免造成滤网损坏。<PIC>"",[""Manual01_29"", ""Manual01_30"", ""Manual01_31""]"
85,"""关闭空调电源并拔下电源线后，再清洁等离子滤网；先打开前盖板并取出空气滤网，再取下等离子滤网进行清洁，清洁后在阴凉处晾干后装回。<PIC>如果需要先把空气滤网取出，请参照图示打开前盖板并向上提起空气滤网。<PIC>"",[""Manual01_30"", ""Manual01_32""]"
86,"""组装蒸汽清洁机无需专用工具，按以下步骤操作即可。第一步，从主机身（7）背部取下主机身固定夹（15）<PIC>。第二步，将主机身底部滑到旋转拖头（18）的颈部，图中主机身和旋转拖头背面的孔位以白色标出便于识别<PIC>。第三步，确保旋转拖头颈部背面的孔从主机身背面的孔中露出，然后将主机身固定夹（15）插入主机身背部孔位锁定两部分。第四步，将手柄杆（4）插入主机身（7），直至听到卡入声，组装完成<PIC>。"",[""Manual05_3"", ""Manual05_4"", ""Manual05_5""]"
87,"""蒸汽清洁机的产品功能和快速上手方法如下。\n\n蒸汽清洁机的实用产品功能：\n\n水箱（部件9）位于手持蒸汽器顶部，可使用蒸馏水或去矿物质水替代自来水，方便日常补水。<PIC>\n\n水过滤器位于水箱后方，能去除自来水中的矿物质和其他杂质，防止水垢损坏机器，使用蒸馏水可延长过滤器寿命。\n\n就绪指示灯位于手持蒸汽器手柄上，当水转化为蒸汽且机器准备就绪时指示灯会亮起，方便判断是否可以开始工作。\n\n蒸汽开关（部件2和11）按下即可释放蒸汽，操作简单直观。\n\n旋转拖头（部件18）可轻松清洁狭窄空间和橱柜下方等难以触及的区域。\n\n拖布（部件16）采用毛圈材质，可吸附被蒸汽松动的污垢，支持重复使用并可机洗，经济实用。\n\n此外，蒸汽清洁机还配备多种实用配件：延长软管适合清洁难以触及的区域，喷射喷嘴适合清洁地面和边缘，角形喷嘴适合窗台和马桶内侧等位置，圆刷适合封闭填缝和灶台台面，布艺工具适合蒸汽除皱和织物除味，玻璃清洁套件适合清洁窗户，铲形喷嘴适合硬质表面。<PIC>\n\n快速上手使用步骤：\n\n第一步，组装机器。无需专用工具，将旋转拖头与主机身对接并用固定夹锁定，再将手柄杆插入主机身直至听到卡入声。<PIC>\n\n第二步，安装拖布。拉动拖布释放扣向下拉开面板，将拖布装入到位。<PIC>\n\n第三步，向水箱加水。可以使用随附量杯直接加水，也可以按下水箱释放扣取下水箱后在水槽中加水。注意不要加入除垢剂、芳香剂、酒精或洗涤剂等化学品。<PIC>\n\n第四步，连接电源。顺时针旋转快速收线扣将电源线完全展开，插入120V接地插座，等待就绪指示灯亮起即可开始使用。\n\n第五步，开始清洁。清洁前先扫地或吸尘，按下蒸汽开关释放蒸汽，同时缓慢移动清洁机经过待清洁表面。如需消毒某个区域，可将蒸汽拖把停留在该区域15至20秒。蒸汽用完后拔下电源、取下水箱加水即可继续。<PIC>"",[""Manual05_1"", ""Manual05_2"", ""Manual05_3"", ""Manual05_6"", ""Manual05_7"", ""Manual05_9""]"
88,"""本蒸汽清洁机可用于清洁瓷砖、乙烯基地板、复合地板、大理石、石材和封闭硬木地板。不要在未封闭木地板上使用；在打蜡或部分未打蜡地板上使用可能会降低光泽；首次使用请先在不显眼处测试，或联系地板厂家确认适用性。清洁步骤如下：\n\n1. 组装蒸汽清洁机：从主机身（7）背部取下固定夹（15），将主机身底部滑到旋转拖头（18）的颈部，插入固定夹锁定两部分，再将手柄杆（4）插入主机身直至卡入声。<PIC>\n2. 安装拖布：拉动拖布释放扣（17），向下拉开面板，装入拖布（16）。<PIC>\n3. 向水箱（9）加水：建议使用蒸馏水或去矿物质水，可使用随附量杯或直接取下水箱在水龙头下接水，加水后将水箱装回原位。<PIC>\n4. 顺时针旋转快速收线扣，将电源线完全展开，插入 120V 接地插座。等待就绪指示灯亮起，表示机器已可使用。首次使用时蒸汽清洁机可能需要数秒才能产生蒸汽。\n5. 蒸汽清洁前先扫地或吸尘，清除地面碎屑。\n6. 按下蒸汽开关释放蒸汽，同时缓慢移动清洁机经过待清洁表面。<PIC>\n7. 如需消毒，将蒸汽拖把停留在该区域至少 15 秒，但不要超过 20 秒。\n8. 当清洁机停止出蒸汽时，拔下电源，取下水箱加水后继续清洁。\n\n注意：不要向水箱内加入除垢剂、芳香剂、酒精或洗涤剂类产品；不要在同一位置长时间喷蒸汽；在复合地板上使用时地板应由专业人员安装且不能有缝隙或裂缝。"",[""Manual05_3"", ""Manual05_6"", ""Manual05_7"", ""Manual05_5""]"
89,"""依据手册配件明细，组装人体工学椅涉及的部件包括椅背、坐垫、底座、扶手、气杆、底盘机构、脚踏、连接件、脚轮、头枕、腰枕、脚踏导轨以及随附扳手，并需配合对应螺丝与垫圈紧固件完成组装。整体配件关系见<PIC>，安装开始前的底座与脚轮、气杆等关键部件见<PIC>。"",[""Manual02_0"", ""Manual02_1""]"
90,"""扶手使用一段时间后松动的原因是连接扶手和椅身的螺丝在长期使用后会自行松动，这属于常见现象。手册安装说明指出，安装扶手时应将u垫圈放在扶手和椅身之间，对准螺丝孔后紧固，且所有螺丝在位置固定正确前不要完全拧紧。<PIC>重新拧紧螺丝即可解决松动问题。"",[""Manual02_8""]"
91,"""这款GTPLAYER人体工学椅具备以下功能。一，高度调节功能，向上拉起LIFT升降拉杆即可调节椅子高度，到达所需高度后松开拉杆，调节时需将身体微微抬离座椅<PIC>。二，椅背后仰功能，向上拉起RCL后仰拉杆，椅背角度可随使用者动作独立倾斜，向下按下RCL拉杆椅背角度即可锁定，恢复常规坐姿时需靠在椅背上以避免快速回弹<PIC>。三，按摩功能，插入USB即可启用腰枕按摩功能<PIC>。"",[""Manual02_11"", ""Manual02_14"", ""Manual02_15""]"
92,"""根据洗碗机用户手册中的“洗碗机概览”，洗碗机的主要部件包括台式结构（视型号而定）、上层喷淋臂、下层碗篮、下层喷淋臂、过滤器、控制面板、机门、洗涤剂盒、下层喷淋臂槽、餐具篮、专用盐箱盖、上层篮导轨、带支架的上层碗篮，以及风扇烘干系统（视型号而定）。其中台式结构和风扇烘干系统属于型号差异项，可能并非所有机型都具备，其余为手册列出的常规模块级部件。 <PIC>"",[""Dish_washer_08""]"
93,"""将排水管直接连接到排水孔或水槽排水口。连接点距地面高度最小50厘米，最大100厘米。排水管长度不应超过4米，否则会导致洗涤不干净。将排水管平直连接，不得弯折。牢固固定排水管，防止工作时脱落。排水管必须连接到污水系统，不得连接到地表水。<PIC>安装或清洁后推入产品时，确保排水管不被弯折、挤压或压扁。"",[""Manual06_2""]"
94,"""1. 先取出下层碗篮，以便操作盐箱。<PIC>\n2. 逆时针旋转专用盐箱盖打开；首次使用前先向软水系统注入 1 升水。<PIC>\n3. 使用盐斗向盐箱添加洗碗机专用软化盐，盐箱约可装入 2 公斤。<PIC>\n4. 加满后盖上盖子并拧紧。\n5. 请在启动机器前添加软化盐；若加盐后不立即运行洗涤程序，先空载运行最短程序，溶解并冲散机器内散落的盐。\n6. 只能使用洗碗机专用软化盐，建议使用颗粒或粉末状软化盐，不要使用食盐等含不溶物的盐。"",[""Dish_washer_01"", ""Dish_washer_02"", ""Dish_washer_03""]"
95,"""为洗碗机添加洗涤剂的步骤如下：\n\n首先参考程序表，根据所选程序确定正确的洗涤剂用量。只能使用洗碗机专用洗涤剂，可以是粉末或块状。请勿向洗涤剂盒中加入溶剂，有爆炸危险。在即将运行机器前将洗涤剂加入洗涤剂盒。\n\n1. 向右推动卡扣打开洗涤剂盒盖（A）<PIC>\n2. 向洗涤剂盒中加入建议量的粉末或块状洗涤剂。洗涤剂盒内有刻度标记，帮助您使用适量的洗涤剂。洗涤剂盒装满容量为40cm³，根据机器装载量和/或餐具脏污程度，将洗涤剂加至15cm³或25cm³刻度线。若餐具放置时间较长且残渣已干涸，可同时加满5cm³小格<PIC>\n3. 轻轻按下关闭洗涤剂盒盖，听到咔嗒声表示已关紧\n\n请勿过量使用洗涤剂，遵循产品包装建议。过量使用粉末洗涤剂会导致洗涤剂无法完全溶解，并在玻璃器皿上留下划痕。"",[""Manual06_4"", ""Manual06_5""]"
96,"""向右推动卡扣打开洗涤剂盒盖（A）<PIC>。向洗涤剂盒中加入洗涤块，洗涤剂盒内有刻度标记，装满容量为40cm³<PIC>。洗涤块包装上的使用说明会注明在洗碗机中的合适放置位置（洗涤剂盒或碗篮等）<PIC>。轻轻按下关闭洗涤剂盒盖，听到咔嗒声表示已关紧。在带预洗的高温程序中使用块状洗涤剂时，请确保洗涤剂盒盖紧闭。无预洗的短程序建议使用粉末洗涤剂，因为块状洗涤剂的溶解度随温度和时间变化。按下控制面板上的半载/洗涤块键（5）激活洗涤块功能，该功能可根据自来水硬度让2合1、3合1、4合1、5合1等多效洗涤块获得更好的烘干效果，激活后洗涤块指示灯亮起，盐量和亮碟剂指示灯关闭<PIC>。"",[""Manual06_4"", ""Manual06_5"", ""Manual06_6"", ""Manual06_17""]"
97,"""亮碟剂是一种特殊配方，用于提高烘干效率，防止洗涤后的餐具上留下水渍或水垢。务必使用洗碗机专用亮碟剂，并确保亮碟剂盒中始终有亮碟剂。查看洗碗机屏幕上的亮碟剂指示灯（10）可判断是否需要添加：指示灯常亮表示充足，熄灭则需添加。添加亮碟剂的步骤如下：按下卡扣打开亮碟剂盒盖（B）。<PIC>向盒内加注亮碟剂至MAX刻度线。轻轻按下关闭盒盖，擦净溢出的亮碟剂，因为意外溢出的亮碟剂会产生泡沫，最终降低洗涤效果。将亮碟剂剂量调节旋钮手动调至1至6之间的位置。<PIC>若洗涤后餐具上有污渍，需调高剂量；若手擦后有蓝色痕迹，则调低剂量。出厂默认设置为4。启动洗涤前，检查盐量和亮碟剂警告指示灯（9、10）是否亮起，必要时添加盐和/或亮碟剂。洗碗机的最佳洗涤效果需单独使用洗涤剂、亮碟剂和软水盐。若使用洗涤块，需确保盐箱和亮碟剂盒已满，并根据洗涤块类型进行合适的亮碟剂设置。如亮碟剂指示灯设置为关闭，即使亮碟剂盒为空指示灯也不会亮起，建议保持指示灯为开启状态以便及时获知补充提醒。"",[""Manual06_7"", ""Manual06_8""]"
98,"""不适合在洗碗机中清洗的物品包括：沾有烟灰、蜡烛残渣、抛光剂、染料或化学品等污染物的餐具；铁制器具；带有木质或骨质手柄、黏合部件或不耐热部件的银质餐具与刀具；铜和镀锡容器；含铝或铝制厨具；带装饰的玻璃和光泽瓷器；精致玻璃和水晶；劣质不锈钢银质餐具；以及已生锈的厨具。瓷器的装饰花纹以及铝制、银质器具在机洗后可能褪色或失去光泽。"",[]"
99,"""餐具篮的设计因型号而异（标注为“视型号而定”）。手册中未提供针对不同型号的具体安装步骤说明，仅说明餐具篮用于更干净地清洗叉、勺等餐具。<PIC>展示了餐具篮的外观，可以看到其带有可打开的盖子。<PIC>为洗碗机整体概览图，其中标注了餐具篮在洗碗机内的位置（编号10）。"",[""Manual06_12"", ""Dish_washer_08""]"
100,"""可折叠下层篮架丝（共2根，视型号而定）已安装在洗碗机下层碗篮上，无需单独安装。使用时按下卡扣（A）即可放下折叠架丝，您可单独或同时折叠每根架丝，以便为锅、碗等大件物品创造更大空间。<PIC>"",[""Manual06_13""]"
101,"""根据用户手册，仅上层碗篮具备高度调节机构。满载上层碗篮高度调节方法如下：无需取出碗篮，直接利用碗篮调节机构调节。升高碗篮：1. 抓住上层篮左侧架丝向上提起；2. 另一侧重复相同操作 <PIC>。降低碗篮：1. 按下碗篮调节机构上的卡扣降低碗篮；2. 另一侧重复相同操作；3. 确保碗篮高度调节机构两侧处于同一水平（高或低） <PIC>。"",[""Manual06_14"", ""Manual06_15""]"
102,"""进水管上的滤网可防止市政供水或自备水系统中的沙、污垢、铁锈等杂质损坏洗碗机。定期检查滤网和水管，必要时清洁。清洁步骤如下：1. 关闭水龙头并拆下水管。2. 取出滤网后在自来水下清洁。3. 将清洁后的滤网装回水管原位。4. 将水管装回水龙头。注意：进行任何清洁操作前，请拔掉产品电源并关闭水龙头。"",[]"
103,"""清洁洗碗机上层喷淋臂前，请先拔掉电源插头并关闭水龙头，不要使用研磨性物质。为保证机器高效运行，应至少每周清洁一次喷淋臂。上层喷淋臂位于洗碗机内部上侧。<PIC>检查上层喷淋臂上的孔是否堵塞，若堵塞则需要拆下清洁。向左旋转螺母即可拆下上层喷淋臂，清洁完成后安装时确保螺母拧紧。<PIC>上下喷淋臂孔可能被柠檬籽等食物残渣堵塞，启动程序前建议用手转动喷淋臂确保能自由转动。"",[""Dish_washer_08"", ""Manual06_24""]"
104,"""先断开电源，再拆下上盖和背部滤网盖，然后直接拆除滤网上的塑料包装，并在完成后再装回滤网盖与上盖，最后对滤网进行初始化或复位。<PIC>双手握住设备上盖并向上拉起，以露出滤网区域。<PIC>握住背部滤网盖把手并向前拉出，取出滤网组件。<PIC>拆除滤网上的塑料包装；未拆除包装会产生异响、滤网无法正常工作，且可能引发火灾或损坏设备。"",[""Manual03_0"", ""Manual03_1"", ""Manual03_2""]"
105,"""安装空气净化器脚轮的步骤如下：空气净化器包装盒内有一小盒，内含4个脚轮和8颗螺丝。用螺丝刀拆下空气净化器底部的4个底座。每个脚轮用2颗螺丝替换原底座。保留拆下的底座和螺丝以备后续使用。注意：若滤盒内无脚轮盒，请联系客服。"",[]"
106,"""这款空气净化器常见运行模式主要分为常规运行、自动模式、涡轮模式和睡眠模式四类，手册未提到其他独立模式。<PIC>按电源键开机后，再按上键或下键可在F1至F18之间手动调节风速，适合用户主动控制净化强度。<PIC>按下Auto键可进入自动模式，设备会根据室内空气质量与VOC传感器反馈自动调节风速；在智能自动运行期间无法手动调节风速，特点是省去手动操作并让风速随空气状况变化。<PIC>同时长按上键和下键3秒可进入涡轮模式，适合需要更快速净化的场景；按一次下键会退出涡轮并将风速切回F18，特点是短期高风量快速过滤。<PIC>按Sleep键可进入睡眠模式，该模式下设备仍正常运行，但显示屏会变暗且默认风速为F1，用户仍可按上键或下键在F1至F18之间调节，再次按Sleep键可恢复之前的运行模式，特点是降低显示干扰并适合夜间使用。"",[""Manual03_14"", ""Manual03_15"", ""Manual03_16"", ""Manual03_17""]"
107,"""室内空气质量（IAQ）指示灯是围绕显示屏外缘的一圈灯光，用于实时显示室内空气状态。<PIC>显示屏周围的灯光就是IAQ指示灯。<PIC>设备根据细颗粒物浓度将空气质量分为四档，分别对应蓝色（Level 1，良好）、绿色（Level 2，正常）、黄色（Level 3，较差）、红色（Level 4，很差）；若室内空气受到室外空气影响或部分颗粒物未被检测到，读数可能更清洁，也可能与其他空气质量检测设备不同。"",[""Manual03_11"", ""Manual03_20""]"
108,"""清洁前请务必拔下电源插头，不要在设备通电状态下清洁，以免导致触电或故障。为保证最佳效果，建议每月清洁 1-2 次净化器，灰尘较多的地区可增加清洁频率。\n\n设备外部清洁：用温水或温和清洁剂浸湿布料，擦拭净化器外壳，再用软布擦干。\n\n设备内部清洁：打开背部滤网盖并取出滤网，用吸尘器和湿毛巾清洁滤网仓内部。<PIC>\n\n滤网清洁：两次更换滤网之间，可用吸尘器或软刷清洁预过滤网。若滤网非常脏，建议直接更换，滤网污染程度因使用环境和运行时长而异。切勿用水清洗滤网。\n\n灰尘传感器清洁：双手握住设备上盖并向上拉起，握住背部滤网盖把手并向前拉出，拆下设备右侧灰尘传感器盖。<PIC>用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC>请勿使用丙酮、酒精等强腐蚀性化学试剂擦拭传感器部件，以免损坏镜头。"",[""Manual03_23"", ""Manual03_24"", ""Manual03_25""]"
109,"""清洁前请务必拔下电源插头。为保证最佳效果，建议每月清洁1-2次净化器，灰尘较多的地区应增加清洁频率。清洁滤网的步骤如下：\n1. 双手握住设备上盖并向上拉起，然后握住背部滤网盖把手并向前拉出，取出滤网。<PIC>\n2. 用吸尘器和湿毛巾清洁滤网仓内部。\n3. 两次更换滤网之间，可用吸尘器或软刷清洁预过滤网（微纤维网）。\n4. 若滤网非常脏，请直接更换新滤网。\n\n禁止：切勿用水清洗滤网。\n\n该净化器配有三重滤网结构，包括预过滤网（去除大颗粒灰尘）、高效滤网（去除99.95%的0.3微米颗粒物）和活性炭滤网（去除异味、气体和VOC）。<PIC>\n\n建议每6-12个月更换一次滤网，具体周期因使用环境而异。更换滤网后，需长按控制面板上的 Sleep + Auto 键5秒以上，直到听到提示音以重置滤网指示灯。"",[""Manual03_1"", ""Manual03_8""]"
110,"""更换滤网前请务必拔下设备电源插头，不要在设备运行或通电状态下更换滤网，也不要使用非厂家推荐的滤网。建议每 6-12 个月更换一次滤网，实际周期可根据使用环境调整。建议按以下步骤更换滤网：\n1. 双手握住设备上盖并向上拉起。<PIC>\n2. 握住背部滤网盖把手并向前拉出。<PIC>\n3. 取出旧滤网并安装新滤网。若为新产品，需先拆除滤网塑料包装，塑料包装拆除后无法退货。<PIC>\n4. 将滤网上下推入设备，确保滤网贴合紧密。<PIC>\n5. 装回滤网盖，先插入底部固定槽，再向前滑动使其卡入顶部槽。<PIC>\n6. 双手握住设备上盖并滑回原位，确保标识朝前。<PIC>\n7. 更换完成后长按控制面板上的 Sleep + Auto 键 5 秒以上，直到听到提示音并重置滤网更换指示灯；若更换滤网后指示灯仍亮，可再次按住该组合键至少 5 秒。<PIC>\n更换滤网的详细购买信息可访问 carrierathome.com。"",[""Manual03_0"", ""Manual03_1"", ""Manual03_2"", ""Manual03_3"", ""Manual03_4"", ""Manual03_5"", ""Manual03_21""]"
111,"""1. 双手握住设备上盖并向上拉起。<PIC>\n2. 握住背部滤网盖把手并向前拉出。<PIC>\n3. 拆下设备右侧灰尘传感器盖。<PIC>\n4. 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC>\n5. 装回灰尘传感器盖和滤网盖，将设备上盖标识朝前装回。\n注意：请勿使用丙酮、酒精等强腐蚀性化学试剂擦拭传感器部件，以免损坏镜头。"",[""Manual03_22"", ""Manual03_23"", ""Manual03_24"", ""Manual03_25""]"
112,"""1. 在晴天运行设备1小时，然后拔下电源插头，晾干设备内部。\n2. 遮盖设备，存放在干燥、无阳光直射的地方。"",[]"
113,"""健身单车的技术规格位于手册的\""技术规格\""章节，主要包含以下信息。最大使用者重量为136千克（300磅），设备总占地面积为5670平方厘米<PIC>，机器重量为26.5千克（58.4磅）。电源要求方面，工作电压为220V至240V交流电、50Hz，工作电流为0.4A。认证标准方面，交流电源适配器符合CE认证<PIC>，本产品符合固定式健身器材EN ISO 20957国际标准S级。"",[""Manual14_1"", ""Manual14_2""]"
